,Wavenumber,161
0,1200,0.005093942
1,1198,0.0059553259999999995
2,1196,0.006499505
3,1194,0.006769393
4,1192,0.006919373
5,1190,0.007096896
6,1188,0.007316555
7,1186,0.00746546
8,1184,0.007254076999999999
9,1182,0.00638285
10,1180,0.004602563
11,1178,0.0020413429999999997
12,1176,-0.00072074
13,1174,-0.002929041
14,1172,-0.004074251
15,1170,-0.004089715
16,1168,-0.00332688
17,1166,-0.002355187
18,1164,-0.0016868439999999998
19,1162,-0.0014328189999999999
20,1160,-0.0012973560000000002
21,1158,-0.0009402610000000001
22,1156,-0.000221217
23,1154,0.00077731
24,1152,0.0018950470000000002
25,1150,0.002922578
26,1148,0.00373494
27,1146,0.004302253
28,1144,0.004695788
29,1142,0.00489026
30,1140,0.004778030999999999
31,1138,0.004153174
32,1136,0.0029223290000000004
33,1134,0.001125383
34,1132,-0.000827672
35,1130,-0.002419819
36,1128,-0.00320581
37,1126,-0.0031065420000000003
38,1124,-0.002218074
39,1122,-0.000887236
40,1120,0.0006334930000000001
41,1118,0.002070189
42,1116,0.003386466
43,1114,0.004409519000000001
44,1112,0.005025176
45,1110,0.005025365
46,1108,0.004467522
47,1106,0.003392342
48,1104,0.002198131
49,1102,0.001285908
50,1100,0.001294971
51,1098,0.00230175
52,1096,0.0039360029999999996
53,1094,0.005078608
54,1092,0.004836341
55,1090,0.002529252
56,1088,-0.0015545070000000001
57,1086,-0.00673522
58,1084,-0.011657381000000001
59,1082,-0.015540351
60,1080,-0.017911332
61,1078,-0.019023572
62,1076,-0.018699366000000002
63,1074,-0.016952852
64,1072,-0.013493712
65,1070,-0.008661676
66,1068,-0.003013975
67,1066,0.002107528
68,1064,0.005841402
69,1062,0.007633459
70,1060,0.00797144
71,1058,0.007366111999999999
72,1056,0.006827046
73,1054,0.006662306
74,1052,0.006810073000000001
75,1050,0.0065324
76,1048,0.005471642
77,1046,0.00317075
78,1044,-0.000215253
79,1042,-0.004441038
80,1040,-0.008614695
81,1038,-0.012286112
82,1036,-0.014878202
83,1034,-0.016134044
84,1032,-0.015621576000000002
85,1030,-0.013539543000000001
86,1028,-0.010129301
87,1026,-0.006179424
88,1024,-0.002463411
89,1022,-4.217100000000001e-05
90,1020,0.00080666
91,1018,0.00027342400000000003
92,1016,-0.000805898
93,1014,-0.001674881
94,1012,-0.001517564
95,1010,-0.00014613700000000001
96,1008,0.002226941
97,1006,0.004804449000000001
98,1004,0.006779416999999999
99,1002,0.007401471
100,1000,0.00656178
101,998,0.004764754
102,996,0.002986416
103,994,0.002063507
104,992,0.002543456
105,990,0.004184601
106,988,0.006116679
107,986,0.0072201240000000005
108,984,0.006729283000000001
109,982,0.004621013
110,980,0.0016679479999999998
111,978,-0.001095241
112,976,-0.002850465
113,974,-0.003489366
114,972,-0.0033646759999999996
115,970,-0.0030153809999999997
116,968,-0.0028534790000000003
117,966,-0.0029030090000000002
118,964,-0.00286763
119,962,-0.002432786
120,960,-0.0014072000000000002
121,958,0.00016122899999999998
122,956,0.002049081
123,954,0.003875199
124,952,0.00525162
125,950,0.005967916
126,948,0.005971812
127,946,0.00539464
128,944,0.004394111
129,942,0.0031663909999999997
130,940,0.001930065
131,938,0.000996177
132,936,0.00073039
133,934,0.001429771
134,932,0.003035123
135,930,0.005021997
136,928,0.00644016
137,926,0.00636858
138,924,0.004267827
139,922,0.000350885
140,920,-0.004412645
141,918,-0.008590130999999999
142,916,-0.010845386
143,914,-0.010484012
144,912,-0.007663926999999999
145,910,-0.003307183
146,908,0.001217252
147,906,0.004767927
148,904,0.006718888
149,902,0.007034316
150,900,0.006123993
