,Wavenumber,Kp210MH.18H
0,1200,0.004148483
1,1198,0.005106975
2,1196,0.005618703
3,1194,0.0059029780000000006
4,1192,0.00532291
5,1190,0.004543151
6,1188,0.00587545
7,1186,0.008561755
8,1184,0.009247287
9,1182,0.007878659
10,1180,0.0046303659999999995
11,1178,0.000298674
12,1176,-0.004433146
13,1174,-0.007254254
14,1172,-0.006557544
15,1170,-0.004480317
16,1168,-0.0034124409999999996
17,1166,-0.002297052
18,1164,-0.001410999
19,1162,-0.000680669
20,1160,-0.000407749
21,1158,-0.00032019599999999997
22,1156,-0.000315746
23,1154,7.6241e-05
24,1152,0.000718098
25,1150,0.00239615
26,1148,0.0042935840000000005
27,1146,0.005781314
28,1144,0.00612493
29,1142,0.005692179
30,1140,0.004559207
31,1138,0.003384345
32,1136,0.0020278320000000002
33,1134,0.000931431
34,1132,-0.000642089
35,1130,-0.0024324570000000003
36,1128,-0.0038745240000000003
37,1126,-0.0041190870000000004
38,1124,-0.003622045
39,1122,-0.00237769
40,1120,-0.001004624
41,1118,0.000551037
42,1116,0.001845155
43,1114,0.00322764
44,1112,0.004035833
45,1110,0.004206869
46,1108,0.00353756
47,1106,0.002446999
48,1104,0.001235344
49,1102,0.000977023
50,1100,0.001577494
51,1098,0.003019494
52,1096,0.00399755
53,1094,0.003992415
54,1092,0.002099938
55,1090,-0.001456593
56,1088,-0.005691211
57,1086,-0.009043107
58,1084,-0.011263242
59,1082,-0.011568141
60,1080,-0.010897951000000001
61,1078,-0.009359018
62,1076,-0.00732166
63,1074,-0.005034587
64,1072,-0.0037292809999999997
65,1070,-0.002851273
66,1068,-0.002198466
67,1066,-0.001570016
68,1064,-0.002021557
69,1062,-0.002492916
70,1060,-0.002361116
71,1058,-0.0015912679999999998
72,1056,-0.0007372460000000001
73,1054,0.001212757
74,1052,0.003230502
75,1050,0.004669575
76,1048,0.0046312029999999995
77,1046,0.003641035
78,1044,0.00159529
79,1042,-0.000668063
80,1040,-0.002763351
81,1038,-0.004052028
82,1036,-0.005042004
83,1034,-0.005435255999999999
84,1032,-0.005799947
85,1030,-0.006073345999999999
86,1028,-0.006523425
87,1026,-0.006130191
88,1024,-0.005012052
89,1022,-0.00274556
90,1020,6.0944e-05
91,1018,0.002971391
92,1016,0.004856195
93,1014,0.00587648
94,1012,0.006088926
95,1010,0.00604286
96,1008,0.005455641999999999
97,1006,0.005263155
98,1004,0.004809559000000001
99,1002,0.0038160409999999996
100,1000,0.001727545
101,998,-0.000384674
102,996,-0.002021155
103,994,-0.002621535
104,992,-0.0023751379999999997
105,990,-0.0008183330000000001
106,988,0.001266091
107,986,0.00363913
108,984,0.0049503590000000005
109,982,0.005315353
110,980,0.004440375
111,978,0.002911011
112,976,0.000834841
113,974,-0.000976719
114,972,-0.0025250470000000003
115,970,-0.0034438520000000003
116,968,-0.004127057
117,966,-0.004050548
118,964,-0.003636907
119,962,-0.002433491
120,960,-0.000920566
121,958,0.001048187
122,956,0.0026803720000000003
123,954,0.003927795
124,952,0.004452685
125,950,0.0045408720000000005
126,948,0.004076613
127,946,0.003706974
128,944,0.003218994
129,942,0.0025885829999999998
130,940,0.0011847469999999999
131,938,-4.2296e-05
132,936,-0.000880612
133,934,-0.001125221
134,932,-0.001134822
135,930,-0.00027592
136,928,0.0007925460000000001
137,926,0.001549472
138,924,0.001193679
139,922,0.00051614
140,920,-0.0007413189999999999
141,918,-0.00207622
142,916,-0.003069803
143,914,-0.002661557
144,912,-0.001687093
145,910,-0.000487643
146,908,0.00036956300000000005
147,906,0.001419555
148,904,0.001873986
149,902,0.002077466
150,900,0.001874327
